Country,Market,Product ID,Category,Sub-Category,Sales,Quantity,Profit,Product Name,,
United States,US,FUR-CH-10004287,Furniture,Chairs,220.96,1,24.858,SAFCO Arco Folding Chair,,
United States,US,FUR-TA-10001771,Furniture,Tables,138.588,1,-34.647,"Bush Cubix Conference Tables, Fully Assembled",,
United States,US,OFF-AP-10001242,Office Supplies,Appliances,64.384,1,8.048,APC 7 Outlet Network SurgeArrest Surge Protector,,
United States,US,OFF-ST-10000736,Office Supplies,Storage,64.784,1,-12.9568,Carina Double Wide Media Storage Towers in Natural & Black,,
United States,US,OFF-ST-10004340,Office Supplies,Storage,62.18,1,16.7886,"Fellowes Mobile File Cart, Black",,
United States,US,TEC-AC-10004571,Technology,Accessories,99.99,1,41.9958,Logitech G700s Rechargeable Gaming Mouse,,
United States,US,TEC-PH-10001527,Technology,Phones,34.36,1,-7.3015,Plantronics MX500i Earset,,
United States,US,FUR-CH-10004698,Furniture,Chairs,64.784,1,6.4784,"Padded Folding Chairs, Black, 4/Carton",,
United States,US,FUR-CH-10004477,Furniture,Chairs,48.712,1,5.4801,"Global Push Button Manager's Chair, Indigo",,
United States,US,TEC-PH-10004120,Technology,Phones,109.592,1,8.2194,AT&T 1080 Phone,,
United States,US,FUR-TA-10003473,Furniture,Tables,300.904,1,11.2839,Bretford Rectangular Conference Table Tops,,
United States,US,TEC-MA-10003493,Technology,Machines,91.475,1,-1.8295,Penpower WorldCard Pro Card Scanner,,
United States,US,FUR-BO-10003272,Furniture,Bookcases,176.784,1,-22.098,O'Sullivan Living Dimensions 5-Shelf Bookcases,,
United States,US,TEC-PH-10003092,Technology,Phones,36.792,1,4.1391,Motorola L804,,
United States,US,TEC-AC-10003280,Technology,Accessories,29.99,1,6.2979,Belkin F8E887 USB Wired Ergonomic Keyboard,,
United States,US,OFF-PA-10002923,Office Supplies,Paper,48.94,1,24.47,Xerox 1942,,
United States,US,TEC-PH-10001944,Technology,Phones,116.76,1,14.595,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,,
United States,US,OFF-ST-10003306,Office Supplies,Storage,142.86,1,41.4294,Letter Size Cart,,
United States,US,OFF-ST-10001837,Office Supplies,Storage,42.76,1,11.1176,"SAFCO Mobile Desk Side File, Wire Frame",,
United States,US,FUR-TA-10003008,Furniture,Tables,146.04,1,-12.7785,"Lesro Round Back Collection Coffee Table, End Table",,
United States,US,OFF-ST-10000777,Office Supplies,Storage,37.76,1,10.5728,"Companion Letter/Legal File, Black",,
United States,US,OFF-ST-10002344,Office Supplies,Storage,64.784,1,-14.5764,"Carina 42""Hx23 3/4""W Media Storage Unit",,
United States,US,FUR-CH-10001146,Furniture,Chairs,60.89,1,15.2225,"Global Value Mid-Back Manager's Chair, Gray",,
United States,US,FUR-BO-10004218,Furniture,Bookcases,119.833,1,7.049,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",,
United States,US,FUR-TA-10001539,Furniture,Tables,142.182,1,-37.9152,Chromcraft Rectangular Conference Tables,,
United States,US,FUR-BO-10000362,Furniture,Bookcases,136.784,1,5.1294,Sauder Inglewood Library Bookcases,,
United States,US,TEC-PH-10000441,Technology,Phones,125.99,1,35.2772,VTech DS6151,,
United States,US,TEC-PH-10004667,Technology,Phones,134.99,1,36.4473,Cisco 8x8 Inc. 6753i IP Business Phone System,,
United States,US,FUR-CH-10000553,Furniture,Chairs,33.94,1,9.1638,"Metal Folding Chairs, Beige, 4/Carton",,
United States,US,FUR-BO-10003660,Furniture,Bookcases,66.294,1,-103.8606,"Bush Cubix Collection Bookcases, Fully Assembled",,
United States,US,OFF-PA-10003395,Office Supplies,Paper,83.88,1,29.358,Xerox 1941,,
United States,US,FUR-TA-10000198,Furniture,Tables,330.588,1,-143.2548,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,,
United States,US,TEC-AC-10004571,Technology,Accessories,79.992,1,21.9978,Logitech G700s Rechargeable Gaming Mouse,,
United States,US,TEC-PH-10003601,Technology,Phones,164.99,1,49.497,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",,
United States,US,FUR-FU-10004306,Furniture,Furnishings,77.72,1,-66.062,Electrix Halogen Magnifier Lamp,,
United States,US,TEC-PH-10002890,Technology,Phones,36.192,1,2.7144,AT&T 17929 Lendline Telephone,,
United States,US,FUR-BO-10002853,Furniture,Bookcases,81.94,1,20.485,O'Sullivan 5-Shelf Heavy-Duty Bookcases,,
United States,US,FUR-TA-10003008,Furniture,Tables,127.785,1,-31.0335,"Lesro Round Back Collection Coffee Table, End Table",,
United States,US,OFF-PA-10000100,Office Supplies,Paper,40.99,1,20.0851,Xerox 1945,,
United States,US,FUR-CH-10003606,Furniture,Chairs,102.592,1,10.2592,SAFCO Folding Chair Trolley,,
United States,US,TEC-PH-10001700,Technology,Phones,52.792,1,4.6193,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,,
United States,US,OFF-ST-10003716,Office Supplies,Storage,180.016,1,-15.7514,Tennsco Double-Tier Lockers,,
United States,US,OFF-BI-10003650,Office Supplies,Binders,157.794,1,-115.7156,GBC DocuBind 300 Electric Binding Machine,,
United States,US,FUR-CH-10004218,Furniture,Chairs,90.882,1,15.147,"Global Fabric Manager's Chair, Dark Gray",,
United States,US,FUR-CH-10003061,Furniture,Chairs,89.99,1,17.0981,"Global Leather Task Chair, Black",,
United States,US,TEC-CO-10001571,Technology,Copiers,549.99,1,274.995,Sharp 1540cs Digital Laser Copier,,
United States,US,OFF-AR-10001044,Office Supplies,Art,25.99,1,7.5371,"BOSTON Ranger #55 Pencil Sharpener, Black",,
United States,US,OFF-ST-10003123,Office Supplies,Storage,33.29,1,7.9896,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,,
United States,US,TEC-PH-10002170,Technology,Phones,55.992,1,5.5992,ClearSounds CSC500 Amplified Spirit Phone Corded phone,,
United States,US,OFF-ST-10002276,Office Supplies,Storage,83.36,1,20.84,Safco Steel Mobile File Cart,,
United States,US,OFF-BI-10004519,Office Supplies,Binders,165.98,1,74.691,GBC DocuBind P100 Manual Binding Machine,,
United States,US,TEC-PH-10002597,Technology,Phones,100.792,1,6.2995,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,,
United States,US,OFF-PA-10000241,Office Supplies,Paper,30.98,1,13.941,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",,
United States,US,OFF-ST-10000352,Office Supplies,Storage,29.74,1,4.461,Acco Perma 2700 Stacking Storage Drawers,,
United States,US,FUR-FU-10004091,Furniture,Furnishings,46.94,1,19.2454,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",,
United States,US,TEC-PH-10002310,Technology,Phones,59.994,1,-12.9987,Panasonic KX T7731-B Digital phone,,
United States,US,OFF-ST-10004180,Office Supplies,Storage,46.51,1,1.8604,Safco Commercial Shelving,,
United States,US,FUR-FU-10003394,Furniture,Furnishings,55.968,1,-2.0988,"Tenex ""The Solids"" Textured Chair Mats",,
United States,US,TEC-PH-10003357,Technology,Phones,61.192,1,6.1192,Grandstream GXP2100 Mainstream Business Phone,,
United States,US,TEC-PH-10002115,Technology,Phones,65.99,1,17.1574,Plantronics 81402,,
United States,US,FUR-CH-10003061,Furniture,Chairs,80.991,1,8.0991,"Global Leather Task Chair, Black",,
United States,US,TEC-AC-10000474,Technology,Accessories,94.99,1,28.497,Kensington Expert Mouse Optical USB Trackball for PC or Mac,,
United States,US,FUR-FU-10003039,Furniture,Furnishings,34.504,1,6.0382,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",,
United States,US,OFF-PA-10000994,Office Supplies,Paper,104.85,1,50.328,Xerox 1915,,
United States,US,TEC-PH-10001336,Technology,Phones,103.192,1,11.6091,Digium D40 VoIP phone,,
United States,US,FUR-CH-10000863,Furniture,Chairs,105.686,1,-28.6862,Novimex Swivel Fabric Task Chair,,
United States,US,TEC-PH-10000526,Technology,Phones,57.594,1,-11.5188,Vtech CS6719,,
United States,US,TEC-AC-10004901,Technology,Accessories,39.992,1,6.9986,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,,
United States,US,OFF-ST-10003123,Office Supplies,Storage,33.29,1,7.9896,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,,
United States,US,FUR-FU-10002937,Furniture,Furnishings,79.384,1,29.769,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",,
United States,US,TEC-PH-10002549,Technology,Phones,135.516,1,-31.6204,Polycom SoundPoint IP 450 VoIP phone,,
United States,US,OFF-ST-10004123,Office Supplies,Storage,72.784,1,-18.196,Safco Industrial Wire Shelving System,,
United States,US,FUR-TA-10004147,Furniture,Tables,67.176,1,-20.1528,Hon 4060 Series Tables,,
United States,US,OFF-PA-10004092,Office Supplies,Paper,48.94,1,24.47,Tops Green Bar Computer Printout Paper,,
United States,US,FUR-FU-10004848,Furniture,Furnishings,51.75,1,15.525,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,
United States,US,TEC-PH-10004006,Technology,Phones,41.22,1,11.1294,Panasonic KX - TS880B Telephone,,
United States,US,FUR-FU-10004748,Furniture,Furnishings,63.94,1,24.9366,"Howard Miller 16"" Diameter Gallery Wall Clock",,
United States,US,TEC-AC-10001990,Technology,Accessories,47.992,1,7.1988,Kensington Orbit Wireless Mobile Trackball for PC and Mac,,
United States,US,FUR-BO-10001337,Furniture,Bookcases,102.833,1,-6.049,O'Sullivan Living Dimensions 2-Shelf Bookcases,,
United States,US,FUR-CH-10000785,Furniture,Chairs,180.98,1,47.0548,Global Ergonomic Managers Chair,,
United States,US,FUR-TA-10001039,Furniture,Tables,85.98,1,22.3548,KI Adjustable-Height Table,,
United States,US,OFF-ST-10003656,Office Supplies,Storage,76.792,1,-16.3183,Safco Industrial Wire Shelving,,
United States,US,OFF-BI-10002931,Office Supplies,Binders,33.552,1,12.582,"Avery Trapezoid Extra Heavy Duty 4"" Binders",,
United States,US,FUR-CH-10000225,Furniture,Chairs,64.784,1,-12.147,"Global Geo Office Task Chair, Gray",,
United States,US,TEC-AC-10001013,Technology,Accessories,29.29,1,9.6657,Logitech ClearChat Comfort/USB Headset H390,,
United States,US,OFF-ST-10000585,Office Supplies,Storage,132.16,1,9.912,Economy Rollaway Files,,
United States,US,OFF-PA-10000994,Office Supplies,Paper,104.85,1,50.328,Xerox 1915,,
United States,US,OFF-LA-10001474,Office Supplies,Labels,30.53,1,14.0438,Avery 477,,
United States,US,FUR-TA-10002855,Furniture,Tables,102.438,1,-13.1706,Bevis Round Conference Table Top & Single Column Base,,
United States,US,FUR-CH-10003774,Furniture,Chairs,63.686,1,-15.4666,"Global Wood Trimmed Manager's Task Chair, Khaki",,
United States,US,OFF-ST-10000736,Office Supplies,Storage,64.784,1,-12.9568,Carina Double Wide Media Storage Towers in Natural & Black,,
United States,US,FUR-FU-10004017,Furniture,Furnishings,107.53,1,21.506,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",,
United States,US,FUR-TA-10003008,Furniture,Tables,91.275,1,-67.5435,"Lesro Round Back Collection Coffee Table, End Table",,
United States,US,OFF-AP-10002867,Office Supplies,Appliances,67.84,1,18.3168,Fellowes Command Center 5-outlet power strip,,
